0.645536118	AUD	7/1/2001 0:00	0.64516129
0.642714827	AUD	7/2/2001 0:00	0.642756138
0.641354541	AUD	7/3/2001 0:00	0.641148939
0.639181847	AUD	7/4/2001 0:00	0.639631572
0.638284292	AUD	7/5/2001 0:00	0.638162093
0.639304437	AUD	7/6/2001 0:00	0.639549757
0.639181847	AUD	7/7/2001 0:00	0.638895988
0.637795778	AUD	7/8/2001 0:00	0.637836459
0.63588961	AUD	7/9/2001 0:00	0.63556629
0.632511069	AUD	7/10/2001 0:00	0.632511069
0.63419584	AUD	7/11/2001 0:00	0.634034999
0.636902108	AUD	7/12/2001 0:00	0.637186186
0.637511156	AUD	7/13/2001 0:00	0.637470517
0.634155622	AUD	7/14/2001 0:00	0.634236063
0.636618284	AUD	7/15/2001 0:00	0.636618284
0.635283654	AUD	7/16/2001 0:00	0.635364381
0.636699351	AUD	7/17/2001 0:00	0.636456212
0.633232016	AUD	7/18/2001 0:00	0.633472697
0.631991405	AUD	7/19/2001 0:00	0.631672036
0.631911532	AUD	7/20/2001 0:00	0.632031349
0.632591093	AUD	7/21/2001 0:00	0.632231144
0.632911392	AUD	7/22/2001 0:00	0.633312223
0.635485511	AUD	7/23/2001 0:00	0.635364381
0.637511156	AUD	7/24/2001 0:00	0.637551801
0.639018468	AUD	7/25/2001 0:00	0.638855172
0.63484002	AUD	7/26/2001 0:00	0.635122261
0.63419584	AUD	7/27/2001 0:00	0.634115409
0.635202947	AUD	7/28/2001 0:00	0.635324015
0.635202947	AUD	7/29/2001 0:00	0.63500127
0.635283654	AUD	7/30/2001 0:00	0.635404753
0.63500127	AUD	7/31/2001 0:00	0.63496095
0.640984552	AUD	8/1/2001 0:00	0.64131341
0.642508353	AUD	8/2/2001 0:00	0.642343268
0.642508353	AUD	8/3/2001 0:00	0.642797455
0.642508353	AUD	8/4/2001 0:00	0.642260758
0.641889723	AUD	8/5/2001 0:00	0.642137032
0.643045463	AUD	8/6/2001 0:00	0.643045463
0.644496004	AUD	8/7/2001 0:00	0.644828476
0.643997939	AUD	8/8/2001 0:00	0.643956469
0.643045463	AUD	8/9/2001 0:00	0.643169539
0.643128175	AUD	8/10/2001 0:00	0.642714827
0.643583473	AUD	8/11/2001 0:00	0.643583473
0.643997939	AUD	8/12/2001 0:00	0.643873543
0.643997939	AUD	8/13/2001 0:00	0.644039415
0.645994832	AUD	8/14/2001 0:00	0.645953104
0.650745103	AUD	8/15/2001 0:00	0.651084055
0.650745103	AUD	8/16/2001 0:00	0.65044881
